000018, 1
000063, 6
000126, 8
000357, 7
000121, 5
000121, 9
000134, 2
000149, 6
000183, 2
000242, 3
000242, 5
000309, 4
000309, 7
000324, 4
000364, 9
000369, 7
000426, 1
000470, 8
000477, 2
000528, 3
000545, 2
000568, 4
000576, 9
000610, 6
000610, 7
000663, 8
000664, 7
000706, 7
000730, 1
000746, 4
000746, 5
000803, 5
000854, 7
000883, 5
000889, 4
000917, 2
000920, 1
000929, 4
000935, 8
000950, 8
